ID		PT-BR NAME			EN NAME
38875		Lâmpada média de EXP Oração			Medium Prayer XP lamp
38876		Lâmpada média de EXP Construção			Medium Construction XP lamp
38877		Lâmpada média de EXP Roubo			Medium Thieving XP lamp
38878		Lâmpada grande de EXP Combate			Large combat XP lamp
38881		pacote de 2400 RuneCoins			2400 runecoin bundle
38883		pacote de 900 RuneCoins			900 runecoin bundle
38885		pacote de 420 RuneCoins			420 runecoin bundle
38887		Reembolso do pacote de 2.400 RuneCoins			2400 runecoin bundle refund
38889		Reembolso do pacote de 900 RuneCoins			900 runecoin bundle refund
38891		Reembolso do pacote de 420 RuneCoins			420 runecoin bundle refund
38893		Cabeça de Aranha Arrepiante			Spooky spider head
38894		Blusa de Aranha Arrepiante			Spooky spider top
38895		Calça de Aranha Arrepiante			Spooky spider bottoms
38896		Luvas de Aranha Arrepiantes			Spooky spider gloves
38897		Botas de Aranha Arrepiantes			Spooky spider boots
38898		Asas de Aranha Arrepiantes			Spooky spider wings
38899		Guarda-sol de Aranha Arrepiante			Spooky spider parasol
38900		Incy			Incy
38901		Incy			Incy
38902		Lâmpada de EXP Condição Física			Constitution XP lamp
38903		Lâmpada de EXP Extermínio			Slayer XP lamp
38904		Lâmpada de EXP Condição Física			Constitution XP lamp
38905		Lâmpada de EXP Extermínio			Slayer XP lamp
38906		Lâmpada de EXP Condição Física			Constitution XP lamp
38907		Lâmpada de EXP Extermínio			Slayer XP lamp
38908		Lâmpada de EXP Condição Física			Constitution XP lamp
38909		Lâmpada de EXP Extermínio			Slayer XP lamp
38910		Lâmpada de EXP Condição Física			Constitution XP lamp
38911		Lâmpada de EXP Extermínio			Slayer XP lamp
38912		Lâmpada de EXP Condição Física			Constitution XP lamp
38913		Lâmpada de EXP Extermínio			Slayer XP lamp
38914		Lâmpada de EXP Condição Física			Constitution XP lamp
38915		Lâmpada de EXP Extermínio			Slayer XP lamp
38916		Lâmpada de EXP Condição Física			Constitution XP lamp
38917		Lâmpada de EXP Extermínio			Slayer XP lamp
38918		Lâmpada de EXP Condição Física			Constitution XP lamp
38919		Lâmpada de EXP Extermínio			Slayer XP lamp
38920		Lâmpada de EXP Condição Física			Constitution XP lamp
38921		Lâmpada de EXP Extermínio			Slayer XP lamp
38922		Lâmpada de EXP Condição Física			Constitution XP lamp
38923		Lâmpada de EXP Extermínio			Slayer XP lamp
38924		Lâmpada de EXP Condição Física			Constitution XP lamp
38925		Lâmpada de EXP Extermínio			Slayer XP lamp
38926		Lâmpada de EXP Condição Física			Constitution XP lamp
38927		Lâmpada de EXP Extermínio			Slayer XP lamp
38928		Lâmpada de EXP Condição Física			Constitution XP lamp
38929		Lâmpada de EXP Extermínio			Slayer XP lamp
38930		Lâmpada de EXP Condição Física			Constitution XP lamp
38931		Lâmpada de EXP Extermínio			Slayer XP lamp
38932		Lâmpada de EXP Condição Física			Constitution XP lamp
38933		Lâmpada de EXP Extermínio			Slayer XP lamp
38934		Saco de gemas espirituais			Spirit gem bag
38935		Ahrim cabeçudo			Ahrim bobblehead
38936		Dharok cabeçudo			Dharok bobblehead
38937		Guthan cabeçudo			Guthan bobblehead
38938		Karil cabeçudo			Karil bobblehead
38939		Torag cabeçudo			Torag bobblehead
38940		Verac cabeçudo			Verac bobblehead
38950		Botas de pele de zumbi			Zombie-skin boots
38951		Perna de aranha mecânica 1			Mechanical spider leg 1
38952		Perna de aranha mecânica 2			Mechanical spider leg 2
38953		Perna de aranha mecânica 3			Mechanical spider leg 3
38954		Perna de aranha mecânica 4			Mechanical spider leg 4
38955		Perna de aranha mecânica 5			Mechanical spider leg 5
38956		Perna de aranha mecânica 6			Mechanical spider leg 6
38957		Perna de aranha mecânica 7			Mechanical spider leg 7
38958		Perna de aranha mecânica 8			Mechanical spider leg 8
38959		Dra. Aranha			Dr Spider MD
38960		Dra. Aranha			Dr (House) Spider MD
38961		Lâmpada pequena de EXP			Small XP lamp
38962		Pergaminho putrefato			Fleshy parchment
38963		Adesivo de cérebro			Brain sticker
38964		Ficha do visual Andar Zumbi			Zombie walk override token
38965		Pés de zumbi contaminados			Infected zombie feet
38966		Mãos de zumbi contaminadas			Infected zombie hands
38967		Pernas de zumbi contaminadas			Infected zombie legs
38968		Torso de zumbi contaminado			Infected zombie chest
38969		Cabeça de zumbi contaminada			Infected zombie head
38970		Pés de zumbi decompostos			Decaying zombie feet
38971		Mãos de zumbi podres			Decaying zombie hands
38972		Pernas de zumbi decompostas			Decaying zombie legs
38973		Torso de zumbi decomposto			Decaying zombie chest
38974		Cabeça de zumbi decomposta			Decaying zombie head
38975		Pés de zumbi pútridos			Rotten zombie feet
38976		Mãos de zumbi pútridas			Rotten zombie hands
38977		Pernas de zumbi pútridas			Rotten zombie legs
38978		Torso de zumbi pútrido			Rotten zombie chest
38979		Cabeça de zumbi pútrida			Rotten zombie head
38980		Mangual de mão			Hand flail
38981		Arco espinhal			Spine bow
38982		Varinha óssea			Bone wand
38983		Orbe cerebral			Brain orb
38984		Anim			Anim
38985		Lightning rod hat			Lightning rod hat
38986		Cérebro de Fenken			Fenken's brain
38987		Pedra do Fogo			Fire stone
38988		Pedra do Fogo			Fire stone
38989		Madeira			Firewood
38990		Ficha de arma Fragmento do Caos			Shard of chaos weapon token
38991		Ficha de arma Fragmento do Desdém			Shard of despite weapon token
38992		Ficha de arma Fragmento do Sofrimento			Shard of suffering weapon token
38993		Mímico de pelúcia			Mimic plushie
38995		Fragmento do caos			Shard of chaos
38996		Fragmento do desdém			Shard of despite
38997		Fragmento do sofrimento			Shard of suffering
38998		Pacote da Intel			Intel bundle
39000		Reembolso pacote da Intel			Intel bundle refund
39002		Contato de contrato			Contract contact
39003		Conjunto da Lótus Fatal			Death Lotus set
39004		Lâmpada de EXP Agricultura			Farming XP lamp
39005		Death Lotus rogue hood			Death Lotus rogue hood
39006		Death Lotus rogue chestplate			Death Lotus rogue chestplate
39007		Death Lotus rogue chaps			Death Lotus rogue chaps
39008		Urna de Corte de Lenha decorada (sq)			Decorated woodcutting urn (unf)
39010		Urna de Corte de Lenha decorada (sr)			Decorated woodcutting urn (nr)
39012		Urna de Corte de Lenha decorada (r)			Decorated woodcutting urn (r)
39013		Decorated woodcutting urn (r)			Decorated woodcutting urn (r)
39014		Urna de Corte de Lenha decorada			Decorated woodcutting urn
39015		Urna de Corte de Lenha decorada (c)			Decorated woodcutting urn (full)
39016		Cristal de Senntisten impuro			Impure Senntisten crystal
39017		Cristal de Senntisten			Senntisten crystal
39018		Pergaminho de Senntisten			Senntisten scroll
39019		Cristal amarelo			Yellow crystal
39020		Cristal verde			Green crystal
39021		Cristal azul			Blue crystal
39022		Cristal vermelho			Red crystal
39023		Carta assinada por "Pontifex Madromurt"			Letter signed 'Pontifex Madromurt'
39024		Carta assinada por "Pontifex Nabor"			Letter signed 'Pontifex Nabor'
39025		Carta assinada por "Pontifex Bilrach"			Letter signed 'Pontifex Bilrach'
39026		Carta danificada			Damaged letter
39027		Extensor de limite diário (1 dia)			Event daily limit extender (1-day)
39029		Extensor de limite diário (5 dias)			Event daily limit extender (5-day)
39031		Caixa misteriosa de evento			Event mystery box
39032		Caixa misteriosa de evento grande			Big event mystery box
39033		Moeda do evento			Event currency
39035		Moeda do evento			Event currency
39037		Moeda do evento			Event currency
39039		Brasas Flamejantes			Burning embers
39040		Roupa de Nihil Arruinado			Fallen nihil outfit
39041		Elmo de Nihil Arruinado			Fallen nihil headpiece
39042		Torso de Nihil Arruinado			Fallen nihil chestpiece
39043		Perneiras de Nihil Arruinado			Fallen nihil leg-guards
39044		Grevas de Nihil Arruinado			Fallen nihil greaves
39045		Manoplas de Nihil Arruinado			Fallen nihil gauntlets
39046		Asas de Nihil Arruinado			Fallen nihil wings
39047		Remendo de Equipamento de Guerreiro da Antiguidade			Ancient warriors' equipment patch
39049		Aniquilação			Annihilation
39051		Aniquilação			Annihilation
39052		Aniquilação (quebrada)			Annihilation (broken)
39053		Dizimação			Decimation
39055		Dizimação			Decimation
39056		Dizimação (quebrada)			Decimation (broken)
39057		Obliteração			Obliteration
39059		Obliteração			Obliteration
39060		Obliteração (quebrada)			Obliteration (broken)
39061		Amuleto dos Abandonados			Amulet of the forsaken
39063		Amuleto dos Abandonados			Amulet of the forsaken
39064		Amuleto dos Abandonados (quebrado)			Amulet of the forsaken (broken)
39065		Cabo da espada da Terra Selvagem			Wilderness hilt
39067		Cristal de Adrenalina			Adrenaline crystal
39069		Fantasma de Estimação			Revenant Pet
39070		Fantasma de Estimação			Revenant Pet
39071		Fantasma de Estimação			Revenant Pet
39072		Fantasma de Estimação			Revenant Pet
39073		Fantasma de Estimação			Revenant Pet
39074		Fantasma de Estimação			Revenant Pet
39075		Fantasma de Estimação			Revenant Pet
39076		Fantasma de Estimação			Revenant Pet
39077		Fantasma de Estimação			Revenant Pet
39078		Fantasma de Estimação			Revenant Pet
39079		Fantasma de Estimação			Revenant Pet
39080		Fantasma de Estimação			Revenant Pet
39081		Fantasma de Estimação			Revenant Pet
39082		Fantasma de Estimação			Revenant Pet
39083		Fantasma de Estimação			Revenant Pet
39084		Fantasma de Estimação			Revenant Pet
39085		Túnica de Zuriel superior			Superior Zuriel's robe top
39086		Túnica de Zuriel superior			Superior Zuriel's robe top
39087		Túnica de Zuriel superior aprimorada			Augmented superior Zuriel's robe top
39088		Túnica de Zuriel superior aprimorada (desc)			Augmented superior Zuriel's robe top (uncharged)
39089		Saia da túnica de Zuriel superior			Superior Zuriel's robe bottom
39090		Saia da túnica de Zuriel superior			Superior Zuriel's robe bottom
39091		Saia da túnica de Zuriel superior aprimorada			Augmented superior Zuriel's robe bottom
39092		Saia da túnica de Zuriel superior aprimorada (desc)			Augmented superior Zuriel's robe bottom (uncharged)
39093		Capuz de Zuriel Superior			Superior Zuriel's hood
39094		Capuz de Zuriel Superior			Superior Zuriel's hood
39095		Cajado de Zuriel superior			Superior Zuriel's staff
39096		Cajado de Zuriel superior			Superior Zuriel's staff
39097		Cajado de Zuriel superior aprimorado			Augmented superior Zuriel's staff
39098		Cajado de Zuriel superior aprimorado (desc)			Augmented superior Zuriel's staff (uncharged)
39099		Cota de placa de Estácio superior			Superior Statius's platebody
39100		Cota de placa de Estácio superior			Superior Statius's platebody
39101		Cota de placa de Estácio superior aprimorada			Augmented superior Statius's platebody
39102		Cota de placa de Estácio superior aprimorada (desc)			Augmented superior Statius's platebody (uncharged)
39103		Cota de malha de Vesta superior			Superior Vesta's Chainbody
39104		Cota de malha de Vesta superior			Superior Vesta's chainbody
39105		Cota de malha de Vesta superior aprimorada			Augmented superior Vesta's chainbody
39106		Cota de malha de Vesta superior aprimorada (desc)			Augmented superior Vesta's chainbody (uncharged)
39107		Perneiras de placa de Estácio superiores			Superior Statius's platelegs
39108		Perneiras de placa de Estácio superior			Superior Statius's platelegs
39109		Perneiras de placa de Estácio superiores aprimoradas			Augmented superior Statius's platelegs
39110		Perneiras de placa de Estácio superiores aprimoradas (desc)			Augmented superior Statius's platelegs (uncharged)
39111		Escarcela de placa de Vesta superior			Superior Vesta's plateskirt
39112		Escarcela de placa de Vesta superior			Superior Vesta's plateskirt
39113		Escarcela de placa de Vesta superior aprimorada			Augmented superior Vesta's plateskirt
39114		Escarcela de placa de Vesta superior aprimorada (desc)			Augmented superior Vesta's plateskirt (uncharged)
39115		Elmo completo de Estácio superior			Superior Statius's full helm
39116		Elmo completo de Estácio superior			Superior Statius's full helm
39117		Martelo de guerra de Estácio superior			Superior Statius's warhammer
39118		Martelo de guerra de Estácio superior			Superior Statius's warhammer
39119		Martelo de guerra de Estácio superior aprimorado			Augmented superior Statius's warhammer
39120		Martelo de guerra de Estácio superior aprimorado (desc)			Augmented superior Statius's warhammer (uncharged)
39121		Espada longa de Vesta superior			Superior Vesta's longsword
39122		Espada longa de Vesta superior			Superior Vesta's longsword
39123		Espada longa de Vesta superior aprimorada			Augmented superior Vesta's longsword
39124		Espada longa de Vesta superior aprimorada (desc)			Augmented superior Vesta's longsword (uncharged)
39125		Lança de Vesta superior			Superior Vesta's spear
39126		Lança de Vesta superior			Superior Vesta's spear
39127		Lança de Vesta superior aprimorada			Augmented superior Vesta's spear
39128		Lança de Vesta superior aprimorada (desc)			Augmented superior Vesta's spear (uncharged)
39129		Cota de couro de Morrígan superior			Superior Morrigan's leather body
39130		Cota de couro de Morrígan superior			Superior Morrigan's leather body
39131		Cota de couro de Morrígan superior aprimorada			Augmented superior Morrigan's leather body
39132		Cota de couro de Morrígan superior aprimorada (desc)			Augmented superior Morrigan's leather body (uncharged)
39133		Perneiras de couro de Morrígan superiores			Superior Morrigan's leather chaps
39134		Perneiras de couro de Morrígan superiores			Superior Morrigan's leather chaps
39135		Perneiras de couro de Morrígan superiores aprimoradas			Augmented superior Morrigan's leather chaps
39136		Perneiras de couro de Morrígan superiores aprimoradas (desc)			Augmented superior Morrigan's leather chaps (uncharged)
39137		Coifa de Morrígan superior			Superior Morrigan's coif
39138		Coifa de Morrígan superior			Superior Morrigan's coif
39139		Dardo longo de Morrígan superior			Superior Morrigan's javelin
39140		Dardo longo de Morrígan superior			Superior Morrigan's javelin
39141		Dardo longo de Morrígan superior aprimorado			Augmented superior Morrigan's javelin
39142		Dardo longo de Morrígan superior aprimorado (desc)			Augmented superior Morrigan's javelin (uncharged)
39143		Machado de arremesso de Morrígan superior			Superior Morrigan's throwing axe
39144		Machado de arremesso de Morrígan superior			Superior Morrigan's throwing axe
39145		Machado de arremesso de Morrígan superior aprimorado			Augmented superior Morrigan's throwing axe
39146		Machado de arremesso de Morrígan superior aprimorado (desc)			Augmented superior Morrigan's throwing axe (uncharged)
39147		Adaga dragônica superior			Superior dragon dagger
39148		Adaga dragônica secundária superior			Superior off-hand dragon dagger
39149		Garra dragônica superior			Superior dragon claw
39150		Garra dragônica secundária superior			Superior off-hand dragon claw
39151		Espada longa dragônica superior			Superior dragon longsword
39152		Espada longa dragônica secundária superior			Superior off-hand dragon longsword
39153		Maça dragônica superior			Superior dragon mace
39154		Maça dragônica secundária superior			Superior off-hand dragon mace
39155		Cimitarra dragônica superior			Superior dragon scimitar
39156		Cimitarra dragônica secundária superior			Superior off-hand dragon scimitar
39157		Ficha de Amuleto Arco-íris			Rainbow amulet token
39158		Amuleto Arco-íris			Rainbow amulet
39159		Amuleto Arco-Íris			Rainbow Amulet
39160		Capa Arco-íris			Rainbow cape
39162		Desbloqueio de multiplicador			Multiplier unlock
39163		Fragmentos de Golens de Pedra Preciosa			Gemstone golem fragments
39164		Fragmentos etéreos			Rune ethereal fragments
39165		Peça Roupa de Golens de P. Preciosa			Gemstone golem outfit piece
39166		Peça da Roupa Etérea			Rune ethereal outfit piece
39167		Roupa Náutica			Nautilus outfit
39169		Coroa Náutica			Nautilus crown
39170		Torso Náutico			Nautilus torso
39171		Veste Náutica			Nautilus gown
39172		Luvas Náuticas			Nautilus gloves
39173		Botas Náuticas			Nautilus boots
39174		Espada 2m Náutica			Nautilus 2h sword
39175		Balestra 2m Náutica			Nautilus 2h crossbow
39176		Tridente Náutico			Nautilus trident
39177		Biscoito			Biscuit
39178		Biscoito			Biscuit
39180		Emblema C. de Recompensas (c1)			Bounty emblem (t1)
39182		Emblema C. de Recompensas (c2)			Bounty emblem (t2)
39184		Emblema C. de Recompensas (c3)			Bounty emblem (t3)
39186		Emblema C. de Recompensas (c4)			Bounty emblem (t4)
39188		Emblema C. de Recompensas (c5)			Bounty emblem (t5)
39190		Emblema C. de Recompensas (c6)			Bounty emblem (t6)
39192		Emblema C. de Recompensas (c7)			Bounty emblem (t7)
39194		Emblema C. de Recompensas (c8)			Bounty emblem (t8)
39196		Emblema C. de Recompensas (c9)			Bounty emblem (t9)
39198		Emblema C. de Recompensas (c10)			Bounty emblem (t10)
39200		Pote de superadrenalina (6)			Super adrenaline flask (6)
39202		Pote de superadrenalina (5)			Super adrenaline flask (5)
39204		Pote de superadrenalina (4)			Super adrenaline flask (4)
39206		Pote de superadrenalina (3)			Super adrenaline flask (3)
39208		Pote de superadrenalina (2)			Super adrenaline flask (2)
39210		Pote de superadrenalina (1)			Super adrenaline flask (1)
39212		Poção de superadrenalina (4)			Super adrenaline potion (4)
39214		Poção de superadrenalina (3)			Super adrenaline potion (3)
39216		Poção de superadrenalina (2)			Super adrenaline potion (2)
39218		Poção de superadrenalina (1)			Super adrenaline potion (1)
39220		Poção Restabelecimento Superior (1)			Enhanced replenishment potion (1)
39222		Poção Restabelecimento Superior (2)			Enhanced replenishment potion (2)
39224		Poção Restabelecimento Superior (3)			Enhanced replenishment potion (3)
39226		Poção Restabelecimento Superior (4)			Enhanced replenishment potion (4)
39228		Poção Restabelecimento Superior (5)			Enhanced replenishment potion (5)
39230		Poção Restabelecimento Superior (6)			Enhanced replenishment potion (6)
39232		Obliteração aprimorada			Augmented Obliteration
39233		Obliteração Aprimorada (desc)			Augmented Obliteration (uncharged)
39234		Dizimação Aprimorada			Augmented Decimation
39235		Dizimação Aprimorada (desc)			Augmented Decimation (uncharged)
39236		Aniquilação Aprimorada			Augmented Annihilation
39237		Aniquilação Aprimorada (desc)			Augmented Annihilation (uncharged)
39238		Memória antiga			Ancient memory
39239		Rocha			Rock
39240		Orbe Luminoso			Glowing orb
39241		Fragmento de Mah			Shard of Mah
39242		Medidor de engrama carregado			Charged engrammeter
39243		Medidor engr. carreg. (cheio)			Charged engrammeter (full)
39244		Diário de Kharshai (4)			Kharshai's journal (4)
39245		Diário de Kharshai (3)			Kharshai's journal (3)
39246		Diário de Kharshai (2)			Kharshai's journal (2)
39247		Diário de Kharshai (1)			Kharshai's journal (1)
39248		Manoplas de pesadelo			Nightmare gauntlets
39250		Manoplas de pesadelo			Nightmare gauntlets
39251		Manoplas de pesadelo (quebradas)			Nightmare gauntlets (broken)
39252		Pequeno Kharshai			Tiny Kharshai
39253		Pequeno Kharshai			Tiny Kharshai
39254		Armadura de Zamorak			Zamorak armour
39255		Cota de placa de Zamorak			Zamorak platebody
39256		Perneiras de placa Zamorak			Zamorak platelegs
39257		Luvas de Zamorak			Zamorak gloves
39258		Botas de Zamorak			Zamorak boots
39259		Pesadelo			Nightmare
39260		Caixa de presente (fácil)			Gift box (easy)
39261		Caixa de presente (média)			Gift box (medium)
39262		Caixa de presente (difícil)			Gift box (hard)
39263		Caixa de presente (elite)			Gift box (elite)
39264		Rena do Terror de Montaria Brilhante			Bright reindeer-terrorbird mount
39265		Rena do Terror de Montaria			Reindeer-terrorbird mount
39267		Pinhata de Saque de Natal			Christmas loot piñata
39268		Bolsa de saque da pinhata de Natal			Christmas piñata loot bag
39269		Chapéu de bolinho de lã			Woolly pudding hat
39271		Pássaro do terror de pelúcia			Terrorbird plushie
39273		Balão de bolinho de Natal			Christmas pudding balloon
39275		Pipa de árvore de Natal			Christmas tree kite
39277		Calendário Natalino			Advent calendar
39278		Pacote Bronze			Bronze pack
39280		Pacote Prata			Silver pack
39282		Pacote Ouro			Gold pack
39284		Pacote Bronze			Bronze pack
39286		Pacote Prata			Silver pack
39288		Pacote Ouro			Gold pack
39290		Roupa antiga menaphita			Menaphite ancient outfit
39291		Elmo antigo menaphita			Menaphite ancient headpiece
39292		Couraça antiga menaphita			Menaphite ancient chestplate
39293		Perneiras antigas menaphitas			Menaphite ancient legguards
39294		Botas antigas menaphitas			Menaphite ancient boots
39295		Manoplas antigas menaphitas			Menaphite ancient gauntless
39296		Manto antigo menaphita			Menaphite ancient cloak
39297		Aura Panteão do Deserto			Desert pantheon aura
39298		Cachecol chique			Chic scarf
39299		Cachecol chique			Chic scarf
39300		Cachecol chique			Chic scarf
39301		Cachecol chique			Chic scarf
39302		Cachecol chique			Chic scarf
39303		Cachecol chique			Chic scarf
39304		Cachecol chique			Chic scarf
39305		Cachecol chique			Chic scarf
39306		Cachecol chique			Chic scarf
39307		Cachecol chique			Chic scarf
39308		Bolsa do Thorvar			Thorvar's bag
39309		Bolsa do Thorvar			Thorvar's bag
39310		Bolsa do Thorvar			Thorvar's bag
39311		Bolsa do Thorvar			Thorvar's bag
39312		Bolsa do Thorvar			Thorvar's bag
39313		Bolsa do Thorvar			Thorvar's bag
39314		Balde do Thorvar			Thorvar's bucket
39315		Sirinoel em um balde			Salty Claws in a bucket
39316		Prancha (2016)			Snowboard (2016)
39317		Arco de gelo			Ice bow
39318		Espada de gelo			Ice sword
39319		Escudo de gelo			Ice shield
39320		Cajado de Gelo			Ice staff
39321		Livro da Wiki			Wikian book
39322		Anel de opala			Opal ring
39324		Bracelete de opala			Opal bracelet
39326		Colar de opala			Opal necklace
39328		Amuleto de opala			Opal amulet
39330		Amuleto de opala			Opal amulet
39332		Anel de jade			Jade ring
39334		Bracelete de jade			Jade bracelet
39336		Colar de jade			Jade necklace
39338		Amuleto de jade			Jade amulet
39340		Amuleto de jade			Jade amulet
39342		Anel de topázio			Topaz ring
39344		Bracelete de topázio			Topaz bracelet
39346		Colar de topázio			Topaz necklace
39348		Amuleto de topázio			Topaz amulet
39350		Amuleto de topázio			Topaz amulet
39352		Anel da Metamorfose (novo)			Ring of metamorphosis (new)
39354		Anel da Metamorfose			Ring of metamorphosis
39355		Sacrifício do Caçador (novo)			Headhunter's sacrifice (new)
39357		Sacrifício do Caçador			Headhunter's sacrifice
39358		Colar Dedos-de-penas (novo)			Featherfingered necklace (new)
39360		Colar Dedos-de-penas			Featherfingered necklace
39361		Amuleto da Colheita Abundante (novo)			Amulet of bountiful harvest (new)
39363		Amuleto da Colheita Abundante			Amulet of bountiful harvest
39364		Anel de ressurgimento (novo)			Ring of respawn (new)
39366		Anel de ressurgimento			Ring of respawn
39367		Bracelete de Flamtaer (novo)			Flamtaer bracelet (new)
39369		Bracelete de Flamtaer			Flamtaer bracelet
39370		Colar do Viajante (novo)			Traveller's necklace (new)
39372		Colar do Viajante			Traveller's necklace
39373		Amuleto do Botânico (novo)			Botanist's amulet (new)
39375		Amuleto do Botânico			Botanist's amulet
39376		Anel do Columbário (novo)			Columbarium ring (new)
39378		Anel do Columbário			Columbarium ring
39379		Emoção do Caçador (novo)			Headhunter's thrill (new)
39381		Emoção do Caçador			Headhunter's thrill
39382		Colar da Gula (novo)			Necklace of gluttony (new)
39384		Colar da Gula			Necklace of gluttony
39385		Amuleto do Iluminado (novo)			Enlightened amulet (new)
39387		Amuleto do Iluminado			Enlightened amulet
39388		Marionete de batalha			Battle marionette
39389		Marionete de batalha aprimorada			Enhanced battle marionette
39390		Cordinha			Stringy
39391		Cordinha			Stringy
39392		Espada de Gelo secundária			Off-hand ice sword
39393		Estrela cadente enorme (Invenção)			Huge fallen star (Invention)
39394		Estrela cadente grande (Invenção)			Large fallen star (Invention)
39395		Estrela cadente média (Invenção)			Medium fallen star (Invention)
39396		Estrela cadente pequena (Invenção)			Small fallen star (Invention)
39397		Lâmpada festiva pequena			Small celebration lamp
39398		Lâmpada festiva média			Medium celebration lamp
39399		Lâmpada festiva grande			Large celebration lamp
39400		Lâmpada festiva enorme			Huge celebration lamp
39401		Engrenagem proteica			Protean cog
39402		Engrenagem proteica			Protean cog
39403		Engrenagem proteica			Protean cog
39404		Engrenagem proteica			Protean cog
39405		Engrenagem proteica			Protean cog
39406		Engrenagem proteica			Protean cog
39407		Engrenagem proteica			Protean cog
39408		Lista de resoluções			List of resolutions
39409		Adesivo de estrela dourada			Gold star sticker
39410		Torso de boate			Disco top
39411		Perneiras de boate			Disco legs
39412		Mãos de boate			Disco hands
39413		Pés de boate			Disco feet
39414		Torso de boate maneira			Cool disco top
39415		Perneiras de boate maneira			Cool disco legs
39416		Mãos de boate maneira			Cool disco hands
39417		Pés de boate maneira			Cool disco feet
39418		Torso de super boate			Super disco top
39419		Perneiras de super boate			Super disco legs
39420		Mãos de super boate			Super disco hands
39421		Pés de super boate			Super disco feet
39422		Anim			Anim
39423		Ficha de visual Dança Conga			Conga dance override token
39424		Lâmpada pequena de EXP (Invenção)			Small XP lamp (Invention)
39425		Lâmpada média de EXP (Invenção)			Medium XP lamp (Invention)
39426		Lâmpada grande de EXP (Invenção)			Large XP lamp (Invention)
39427		Lâmpada enorme de EXP (Invenção)			Huge XP lamp (Invention)
39428		Lâmpada tocada pela Pedra			Stone-touched lamp
39429		Lâmpada prismática média			Medium prismatic lamp
39430		Mensagem de Relomia			Relomia's message
39431		Anel dos Sussurros			Ring of Whispers
39432		Colar das Sombras			Necklace of Shadows
39433		Fragmento do Catalisador			Catalyst fragment
39434		Fragmento do Catalisador de Caça			Hunter's Catalyst fragment
39435		Fragmento do Catalisador de Agricultura			Farmer's Catalyst fragment
39436		Fragmento do Catalisador de Criação de Runas			Runecrafter's Catalyst fragment
39437		Fragmento do Catalisador combinado			Combined Catalyst fragment
39438		Erva infundida com sombras			Shadow-infused herb
39439		Luz			Light
39440		Máscara			Mask
39441		Máscara quebrada			Broken mask
39442		Máscara da Alegria			Mask of Glee
39443		Máscara da Indiferença			Mask of Indifference
39444		Máscara do Luto			Mask of Sorrow
39445		Prisma			Prism
39446		Espelho			Mirror
39448		Pequeno Sliske			Tiny Sliske
39449		Pequeno Sliske			Tiny Sliske
39450		Pena de Armadyl			Armadyl's feather
39451		Uma máscara caída			A fallen mask
39452		Uma máscara caída			A fallen mask
39453		Uma máscara caída			A fallen mask
39454		Uma máscara caída			A fallen mask
39455		Uma máscara caída			A fallen mask
39456		Uma máscara caída			A fallen mask
39457		Uma máscara caída			A fallen mask
39458		Uma máscara caída			A fallen mask
39459		Moeda antiga			Ancient coin
39460		Treborn			Treborn
39461		Treborn			Treborn
39462		"Engrama dos Naragi"			"Naragi engram"
39463		"Engrama da Espada Anciã"			"Elder Sword engram"
39464		Engrama das Fadas			"Fairy engram"
39465		"Engrama dos Gnomos"			"Gnome engram"
39466		Engrama do Portal dos Mundos			"World Gate engram"
39467		"Engrama dos Druidas"			"Druid engram"
39468		"Engrama da Pedra de Jas"			"Stone of Jas engram"
39469		"Engrama das Ovelhas"			"Sheep engram"
39470		"Engrama do Tempo"			"Time engram"
39471		"Engrama da Espada dos Éditos"			"Sword of Edicts engram"
39472		Engrama dos Guardiões de Guthix			"Guardians of Guthix engram"
39473		Engrama do Equilíbrio Elemental			"Balance Elemental engram"
39474		Engrama dos Naragi (carregado)			Naragi engram (charged)
39475		Engrama da Espada Anciã (carregado)			Elder Sword engram (charged)
39476		Engrama das Fadas (carregado)			Fairy engram (charged)
39477		Engrama dos Gnomos (carregado)			Gnome engram (charged)
39478		Engrama do Portal dos Mundos (carregado)			World Gate engram (charged)
39479		Engrama dos Druidas (carregado)			Druid engram (charged)
39480		Engrama da Pedra de Jas (carregado)			Stone of Jas engram (charged)
39481		Engrama das Ovelhas (carregado)			Sheep engram (charged)
39482		Engrama do Tempo (carregado)			Time engram (charged)
39483		Engrama da Espada dos Éditos (carregado)			Sword of Edicts engram (charged)
39484		Engrama dos Guardiões de Guthix (carregado)			Guardians of Guthix engram (charged)
39485		Engrama do Equilíbrio Elemental (carregado)			Balance Elemental engram (charged)
39486		Filamento de memória			Memory strand
39487		Aumento de Depósitos Guthixianos			Guthixian cache boost
39488		Fragmento de memória			Memory shard
39489		Ovo divino			Divine egg
39490		Sinal de protelação			Sign of respite
39491		Sinal de protelação II			Sign of respite II
39492		Sinal de protelação III			Sign of respite III
39493		Sinal do transportador IV			Sign of the porter IV
39494		Sinal do transportador V			Sign of the porter V
39495		Sinal do transportador VI			Sign of the porter VI
39496		Sinal de proteção de objeto			Sign of item protection
39497		Sinal de vida			Sign of life
39498		Sinal de morte			Sign of death
39499		Portento de proteção de objeto			Portent of item protection
39500		Portento de vida			Portent of life
39501		Portento de morte			Portent of death
39502		Portento de restauração VII			Portent of restoration VII
39503		Portento de restauração VIII			Portent of restoration VIII
39504		Portento de restauração IX			Portent of restoration IX
39505		Portento de restauração X			Portent of restoration X
